	entry_ac	go_id	go_descr
4770	Q8NEZ2	0043657	host cell
4771	Q8NEZ2	0043231	intracellular membrane-bounded organelle
4772	Q8NEZ2	0031902	late endosome membrane
4773	Q8NEZ2	0005654	nucleoplasm
4774	Q8NEZ2	0016197	endosomal transport
4775	Q8NEZ2	0032509	endosome transport via multivesicular body sorting pathway
4776	Q8NEZ2	0075733	intracellular transport of virus
4777	Q8NEZ2	0016236	macroautophagy
4778	Q8NEZ2	0036258	multivesicular body assembly
4779	Q8NEZ2	0006612	protein targeting to membrane
4780	Q8NEZ2	0006623	protein targeting to vacuole
4781	Q8NEZ2	0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
4782	Q8NEZ2	0039702	viral budding via host ESCRT complex
4783	Q8NEZ2	0019058	viral life cycle
4848	Q06330	0005737	cytoplasm
4849	Q06330	0002193	MAML1-RBP-Jkappa- ICN1 complex
4850	Q06330	0000790	nuclear chromatin
4851	Q06330	0005730	nucleolus
4852	Q06330	0005654	nucleoplasm
4853	Q06330	0005634	nucleus
4854	Q06330	0005667	transcription factor complex
4855	Q06330	0017053	transcriptional repressor complex
4856	Q06330	0003682	chromatin binding
4857	Q06330	0003677	DNA binding
4858	Q06330	0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
4859	Q06330	0003700	DNA-binding transcription factor activity
4860	Q06330	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
4861	Q06330	0047485	protein N-terminus binding
4862	Q06330	0070491	repressing transcription factor binding
4863	Q06330	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
4864	Q06330	0001103	RNA polymerase II repressing transcription factor binding
4865	Q06330	0043565	sequence-specific DNA binding
4866	Q06330	0008134	transcription factor binding
4867	Q06330	0001525	angiogenesis
4868	Q06330	0003176	aortic valve development
4869	Q06330	0060844	arterial endothelial cell fate commitment
4870	Q06330	0036302	atrioventricular canal development
4871	Q06330	0009912	auditory receptor cell fate commitment
4872	Q06330	0030183	B cell differentiation
4873	Q06330	0097101	blood vessel endothelial cell fate specification
4874	Q06330	0072554	blood vessel lumenization
4875	Q06330	0001974	blood vessel remodeling
4876	Q06330	0003214	cardiac left ventricle morphogenesis
4877	Q06330	0060486	club cell differentiation
4878	Q06330	0042742	defense response to bacterium
4879	Q06330	0035912	dorsal aorta morphogenesis
4880	Q06330	0003160	endocardium morphogenesis
4881	Q06330	0009957	epidermal cell fate specification
4882	Q06330	0001837	epithelial to mesenchymal transition
4883	Q06330	0003198	epithelial to mesenchymal transition involved in endocardial cushion formation
4884	Q06330	0048820	hair follicle maturation
4885	Q06330	0006959	humoral immune response
4886	Q06330	0002437	inflammatory response to antigenic stimulus
4887	Q06330	0072602	interleukin-4 secretion
4888	Q06330	0030216	keratinocyte differentiation
4889	Q06330	0060716	labyrinthine layer blood vessel development
4890	Q06330	0043011	myeloid dendritic cell differentiation
4891	Q06330	0045596	negative regulation of cell differentiation
4892	Q06330	0008285	negative regulation of cell population proliferation
4893	Q06330	0120163	negative regulation of cold-induced thermogenesis
4894	Q06330	0030279	negative regulation of ossification
4895	Q06330	0000122	negative regulation of transcription by RNA polymerase II
4896	Q06330	0045892	negative regulation of transcription, DNA-templated
4897	Q06330	0061314	Notch signaling involved in heart development
4898	Q06330	0007219	Notch signaling pathway
4899	Q06330	0003151	outflow tract morphogenesis
4900	Q06330	0021983	pituitary gland development
4901	Q06330	0030513	positive regulation of BMP signaling pathway
4902	Q06330	1901297	positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
4903	Q06330	0060045	positive regulation of cardiac muscle cell proliferation
4904	Q06330	2000138	positive regulation of cell proliferation involved in heart morphogenesis
4905	Q06330	1901189	positive regulation of ephrin receptor signaling pathway
4906	Q06330	1901186	positive regulation of ERBB signaling pathway
4907	Q06330	0010628	positive regulation of gene expression
4908	Q06330	0045747	positive regulation of Notch signaling pathway
4909	Q06330	0045944	positive regulation of transcription by RNA polymerase II
4910	Q06330	0061419	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia
4911	Q06330	0007221	positive regulation of transcription of Notch receptor target
4912	Q06330	0003177	pulmonary valve development
4913	Q06330	0048505	regulation of timing of cell differentiation
4914	Q06330	0003256	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation
4915	Q06330	0048733	sebaceous gland development
4916	Q06330	0003139	secondary heart field specification
4917	Q06330	0035019	somatic stem cell population maintenance
4918	Q06330	0001756	somitogenesis
4919	Q06330	0006367	transcription initiation from RNA polymerase II promoter
4920	Q06330	0060412	ventricular septum morphogenesis
4921	Q06330	0003222	ventricular trabecula myocardium morphogenesis
5008	Q9BTA9	0016607	nuclear speck
5009	Q9BTA9	0005654	nucleoplasm
5010	Q9BTA9	0005634	nucleus
5011	Q9BTA9	0005681	spliceosomal complex
5012	Q9BTA9	0003682	chromatin binding
5013	Q9BTA9	0000993	RNA polymerase II complex binding
5014	Q9BTA9	0006974	cellular response to DNA damage stimulus
5015	Q9BTA9	0044783	G1 DNA damage checkpoint
5016	Q9BTA9	0071894	histone H2B conserved C-terminal lysine ubiquitination
5017	Q9BTA9	0010390	histone monoubiquitination
5018	Q9BTA9	0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
5019	Q9BTA9	0016239	positive regulation of macroautophagy
5020	Q9BTA9	0045893	positive regulation of transcription, DNA-templated
5021	Q9BTA9	0016567	protein ubiquitination
5220	P43403	0005911	cell-cell junction
5221	P43403	0005737	cytoplasm
5222	P43403	0005829	cytosol
5223	P43403	0001772	immunological synapse
5224	P43403	0005886	plasma membrane
5225	P43403	0042101	T cell receptor complex
5226	P43403	0005524	ATP binding
5227	P43403	0004715	non-membrane spanning protein tyrosine kinase activity
5228	P43403	0001784	phosphotyrosine residue binding
5229	P43403	0004713	protein tyrosine kinase activity
5230	P43403	0002250	adaptive immune response
5231	P43403	0042113	B cell activation
5232	P43403	0043366	beta selection
5233	P43403	0006955	immune response
5234	P43403	0035556	intracellular signal transduction
5235	P43403	0045060	negative thymic T cell selection
5236	P43403	0018108	peptidyl-tyrosine phosphorylation
5237	P43403	0046638	positive regulation of alpha-beta T cell differentiation
5238	P43403	0046641	positive regulation of alpha-beta T cell proliferation
5239	P43403	0050850	positive regulation of calcium-mediated signaling
5240	P43403	0045582	positive regulation of T cell differentiation
5241	P43403	0045059	positive thymic T cell selection
5242	P43403	0046777	protein autophosphorylation
5243	P43403	0006468	protein phosphorylation
5244	P43403	0042110	T cell activation
5245	P43403	0070489	T cell aggregation
5246	P43403	0030217	T cell differentiation
5247	P43403	0072678	T cell migration
5248	P43403	0050852	T cell receptor signaling pathway
5481	Q15361	0005829	cytosol
5482	Q15361	0005730	nucleolus
5483	Q15361	0005654	nucleoplasm
5484	Q15361	0005634	nucleus
5485	Q15361	0005886	plasma membrane
5486	Q15361	0003682	chromatin binding
5487	Q15361	0003677	DNA binding
5488	Q15361	0044267	cellular protein metabolic process
5489	Q15361	0006353	DNA-templated transcription, termination
5490	Q15361	0008156	negative regulation of DNA replication
5491	Q15361	0006363	termination of RNA polymerase I transcription
5516	Q05086	0005829	cytosol
5517	Q05086	0005634	nucleus
5518	Q05086	0000502	proteasome complex
5519	Q05086	0046872	metal ion binding
5520	Q05086	0003713	transcription coactivator activity
5521	Q05086	0061630	ubiquitin protein ligase activity
5522	Q05086	0004842	ubiquitin-protein transferase activity
5523	Q05086	0030521	androgen receptor signaling pathway
5524	Q05086	0007420	brain development
5525	Q05086	1990416	cellular response to brain-derived neurotrophic factor stimulus
5526	Q05086	0061002	negative regulation of dendritic spine morphogenesis
5527	Q05086	0001541	ovarian follicle development
5528	Q05086	0014068	positive regulation of phosphatidylinositol 3-kinase signaling
5529	Q05086	0031398	positive regulation of protein ubiquitination
5530	Q05086	0045944	positive regulation of transcription by RNA polymerase II
5531	Q05086	0050847	progesterone receptor signaling pathway
5532	Q05086	0060736	prostate gland growth
5533	Q05086	0051865	protein autoubiquitination
5534	Q05086	0070936	protein K48-linked ubiquitination
5535	Q05086	0006508	proteolysis
5536	Q05086	0042752	regulation of circadian rhythm
5537	Q05086	2000058	regulation of ubiquitin-dependent protein catabolic process
5538	Q05086	0042220	response to cocaine
5539	Q05086	0042542	response to hydrogen peroxide
5540	Q05086	0032570	response to progesterone
5541	Q05086	0048511	rhythmic process
5542	Q05086	0035037	sperm entry
5543	Q05086	0006511	ubiquitin-dependent protein catabolic process
5544	Q05086	0016032	viral process
5576	O75152	0005654	nucleoplasm
5577	O75152	0046872	metal ion binding
5578	O75152	0003729	mRNA binding
5579	O75152	0003723	RNA binding
5580	O75152	0031124	mRNA 3'-end processing
5581	O75152	0006406	mRNA export from nucleus
5582	O75152	0016973	poly(A)+ mRNA export from nucleus
5583	O75152	0006405	RNA export from nucleus
5842	Q8N8G2	0005737	cytoplasm
5843	Q8N8G2	0005634	nucleus
5844	Q8N8G2	0008022	protein C-terminus binding
5845	Q8N8G2	0003713	transcription coactivator activity
5846	Q8N8G2	0045944	positive regulation of transcription by RNA polymerase II
5847	Q8N8G2	0007519	skeletal muscle tissue development
5869	Q9H4A3	0005737	cytoplasm
5870	Q9H4A3	0005829	cytosol
5871	Q9H4A3	0016020	membrane
5872	Q9H4A3	0005524	ATP binding
5873	Q9H4A3	0019869	chloride channel inhibitor activity
5874	Q9H4A3	0019902	phosphatase binding
5875	Q9H4A3	0019870	potassium channel inhibitor activity
5876	Q9H4A3	0030295	protein kinase activator activity
5877	Q9H4A3	0004672	protein kinase activity
5878	Q9H4A3	0019901	protein kinase binding
5879	Q9H4A3	0004860	protein kinase inhibitor activity
5880	Q9H4A3	0004674	protein serine/threonine kinase activity
5881	Q9H4A3	1990869	cellular response to chemokine
5882	Q9H4A3	0038116	chemokine (C-C motif) ligand 21 signaling pathway
5883	Q9H4A3	0035556	intracellular signal transduction
5884	Q9H4A3	0050801	ion homeostasis
5885	Q9H4A3	0006811	ion transport
5886	Q9H4A3	0097022	lymphocyte migration into lymph node
5887	Q9H4A3	0033633	negative regulation of cell-cell adhesion mediated by integrin
5888	Q9H4A3	0034260	negative regulation of GTPase activity
5889	Q9H4A3	0034115	negative regulation of heterotypic cell-cell adhesion
5890	Q9H4A3	1903038	negative regulation of leukocyte cell-cell adhesion
5891	Q9H4A3	0010923	negative regulation of phosphatase activity
5892	Q9H4A3	0010766	negative regulation of sodium ion transport
5893	Q9H4A3	0048666	neuron development
5894	Q9H4A3	0018105	peptidyl-serine phosphorylation
5895	Q9H4A3	0018107	peptidyl-threonine phosphorylation
5896	Q9H4A3	0090263	positive regulation of canonical Wnt signaling pathway
5897	Q9H4A3	0032414	positive regulation of ion transmembrane transporter activity
5898	Q9H4A3	1903288	positive regulation of potassium ion import across plasma membrane
5899	Q9H4A3	2000651	positive regulation of sodium ion transmembrane transporter activity
5900	Q9H4A3	0010820	positive regulation of T cell chemotaxis
5901	Q9H4A3	0006468	protein phosphorylation
5902	Q9H4A3	0050794	regulation of cellular process
5903	Q9H4A3	0002028	regulation of sodium ion transport
5904	Q9H4A3	0023016	signal transduction by trans-phosphorylation
5905	Q9H4A3	0050852	T cell receptor signaling pathway
6209	O00762	0005680	anaphase-promoting complex
6210	O00762	0005623	cell
6211	O00762	0005829	cytosol
6212	O00762	0005654	nucleoplasm
6213	O00762	0005634	nucleus
6214	O00762	0005886	plasma membrane
6215	O00762	0000151	ubiquitin ligase complex
6216	O00762	0005524	ATP binding
6217	O00762	0061631	ubiquitin conjugating enzyme activity
6218	O00762	0044389	ubiquitin-like protein ligase binding
6219	O00762	0004842	ubiquitin-protein transferase activity
6220	O00762	0031145	anaphase-promoting complex-dependent catabolic process
6221	O00762	0051301	cell division
6222	O00762	0010458	exit from mitosis
6223	O00762	0010994	free ubiquitin chain polymerization
6224	O00762	0031536	positive regulation of exit from mitosis
6225	O00762	1904668	positive regulation of ubiquitin protein ligase activity
6226	O00762	0070979	protein K11-linked ubiquitination
6227	O00762	0070936	protein K48-linked ubiquitination
6228	O00762	0016567	protein ubiquitination
6229	O00762	1901990	regulation of mitotic cell cycle phase transition
6230	O00762	0006511	ubiquitin-dependent protein catabolic process
6279	Q9Y6I7	0005829	cytosol
6280	Q9Y6I7	0005622	intracellular
6281	Q9Y6I7	0035556	intracellular signal transduction
6282	Q9Y6I7	0043687	post-translational protein modification
6283	Q9Y6I7	0000209	protein polyubiquitination
6509	Q9Y277	0070062	extracellular exosome
6510	Q9Y277	0005741	mitochondrial outer membrane
6511	Q9Y277	0005739	mitochondrion
6512	Q9Y277	0005634	nucleus
6513	Q9Y277	0046930	pore complex
6514	Q9Y277	0045202	synapse
6515	Q9Y277	0000166	nucleotide binding
6516	Q9Y277	0015288	porin activity
6517	Q9Y277	0008308	voltage-gated anion channel activity
6518	Q9Y277	0015853	adenine transport
6519	Q9Y277	0001662	behavioral fear response
6520	Q9Y277	0007612	learning
6521	Q9Y277	0007270	neuron-neuron synaptic transmission
6522	Q9Y277	1902017	regulation of cilium assembly
6709	O75643	0071013	catalytic step 2 spliceosome
6710	O75643	0016020	membrane
6711	O75643	0005654	nucleoplasm
6712	O75643	0005634	nucleus
6713	O75643	0071014	post-mRNA release spliceosomal complex
6714	O75643	0005681	spliceosomal complex
6715	O75643	0071006	U2-type catalytic step 1 spliceosome
6716	O75643	0071005	U2-type precatalytic spliceosome
6717	O75643	0046540	U4/U6 x U5 tri-snRNP complex
6718	O75643	0005682	U5 snRNP
6719	O75643	0005524	ATP binding
6720	O75643	0004386	helicase activity
6721	O75643	0042802	identical protein binding
6722	O75643	0003723	RNA binding
6723	O75643	0003724	RNA helicase activity
6724	O75643	0000354	cis assembly of pre-catalytic spliceosome
6725	O75643	0000398	mRNA splicing, via spliceosome
6726	O75643	0001649	osteoblast differentiation
6727	O75643	0000388	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
6749	P60604	0005829	cytosol
6750	P60604	0005783	endoplasmic reticulum
6751	P60604	0005524	ATP binding
6752	P60604	0042802	identical protein binding
6753	P60604	0061631	ubiquitin conjugating enzyme activity
6754	P60604	0004842	ubiquitin-protein transferase activity
6755	P60604	0044257	cellular protein catabolic process
6756	P60604	0035458	cellular response to interferon-beta
6757	P60604	1904153	negative regulation of retrograde protein transport, ER to cytosol
6758	P60604	0070936	protein K48-linked ubiquitination
6759	P60604	0018279	protein N-linked glycosylation via asparagine
6760	P60604	0000209	protein polyubiquitination
6761	P60604	0016567	protein ubiquitination
6762	P60604	0030433	ubiquitin-dependent ERAD pathway
6763	P60604	0006511	ubiquitin-dependent protein catabolic process
7147	O94888	0005829	cytosol
7148	O94888	0016604	nuclear body
7149	O94888	0005654	nucleoplasm
7150	O94888	0034098	VCP-NPL4-UFD1 AAA ATPase complex
7151	O94888	0008134	transcription factor binding
7152	O94888	0043130	ubiquitin binding
7153	O94888	0031625	ubiquitin protein ligase binding
7154	O94888	0043687	post-translational protein modification
7246	A8MV65	0005634	nucleus
